order_id,customer_id,name,category,sub_category,city,date,region,unit_price,total_Sales,units_sold,discount_rate,profits,month,seasonality,mode_of_transaction ,marketting_id,inventory_level,revenue,employement_status,employee_id 
O776,C776,Haseena,Beverages,Soft Drinks,Salem,25-08-2015,East,20,1260,63,0.23,185,8,No festival,Offline,200196,1,970.2,unemployed,2
O777,C777,Hussain,Fruits & Veggies,Organic Fruits,Bodi,25-08-2015,East,300,900,3,0.2,115,8,No festival,Offline,200196,3,720,employed,6
O778,C778,Sudeep,Beverages,Soft Drinks,Kanyakumari,25-08-2015,West,20,1220,61,0.17,123,8,No festival,Offline,200196,1,1012.6,unemployed,17
O779,C779,Krithika,Bakery,Cakes,Cumbum,26-08-2015,West,300,1200,4,0.21,123,8,No festival,Offline,200196,1,948,unemployed,15
O780,C780,Alan,Oil & Masala,Edible Oil & Ghee,Dindigul,26-08-2015,East,800,1600,2,0.14,102,8,No festival,Offline,200196,2,1376,employed,16
O781,C781,Vince,Bakery,Breads & Buns,Tirunelveli,26-08-2015,East,30,1350,45,0.1,195,8,No festival,Online,200196,1,1215,unemployed,14
O782,C782,Sharon,Fruits & Veggies,Fresh Fruits,Namakkal,26-08-2015,East,190,1140,6,0.16,173,8,No festival,Online,200196,3,957.6,unemployed,19
O783,C783,Veena,Snacks,Noodles,Namakkal,26-08-2015,East,100,1200,12,0.21,132,8,No festival,Offline,200196,1,948,employed,6
O784,C784,Hafiz,Oil & Masala,Spices,Ramanadhapuram,26-08-2015,East,50,1150,23,0.28,129,8,No festival,Online,200196,2,828,unemployed,10
O785,C785,Arvind,Food Grains,Dals & Pulses,Tirunelveli,27-08-2015,South,900,900,1,0.35,194,8,No festival,Offline,200196,5,585,unemployed,10
O786,C786,Ridhesh,Beverages,Health Drinks,Perambalur,27-08-2015,South,100,1100,11,0.25,160,8,No festival,Online,200196,1,825,unemployed,12
O787,C787,Haseena,"Eggs, Meat & Fish",Mutton,Tenkasi,27-08-2015,West,400,1200,3,0.35,179,8,No festival,Offline,200196,4,780,unemployed,7
O788,C788,Veena,Bakery,Biscuits,Cumbum,27-08-2015,South,20,1300,65,0.27,106,8,No festival,Offline,200196,1,949,employed,8
O789,C789,Verma,Beverages,Soft Drinks,Kanyakumari,27-08-2015,West,20,1320,66,0.29,198,8,No festival,Offline,200196,1,937.2,employed,7
O790,C790,Haseena,Food Grains,Rice,Ooty,27-08-2015,South,800,800,1,0.2,195,8,No festival,Offline,200196,5,640,employed,13
O791,C791,Hafiz,Beverages,Health Drinks,Vellore,27-08-2015,West,100,1300,13,0.19,106,8,No festival,Offline,200196,1,1053,unemployed,17
O792,C792,Akash,Snacks,Cookies,Ramanadhapuram,29-08-2015,West,30,1260,42,0.34,179,8,No festival,Offline,200196,1,831.6,unemployed,10
O793,C793,Yadav,Food Grains,Dals & Pulses,Perambalur,29-08-2015,South,900,900,1,0.24,122,8,No festival,Offline,200196,5,684,unemployed,12
O794,C794,Vince,Bakery,Cakes,Ooty,29-08-2015,South,300,1200,4,0.32,155,8,No festival,Online,200196,1,816,employed,3
O795,C795,Vince,Beverages,Health Drinks,Perambalur,29-08-2015,South,100,1300,13,0.35,179,8,No festival,Online,200196,1,845,unemployed,20
O796,C796,Arvind,Fruits & Veggies,Fresh Fruits,Dindigul,29-08-2015,West,190,1140,6,0.2,136,8,No festival,Offline,200196,3,912,unemployed,6
O797,C797,Vinne,Food Grains,Atta & Flour,Chennai,30-08-2015,East,40,1080,27,0.29,177,8,No festival,Online,200196,5,766.8,unemployed,14
O798,C798,Alan,Bakery,Cakes,Nagercoil,30-08-2015,East,300,1200,4,0.28,188,8,No festival,Offline,200196,1,864,unemployed,10
O799,C799,Amy,Snacks,Noodles,Kanyakumari,31-08-2015,West,100,1100,11,0.1,154,8,No festival,Offline,200196,1,990,employed,16
O879,C879,Hussain,"Eggs, Meat & Fish",Chicken,Namakkal,10-09-2015,East,200,1200,6,0.12,160,9,No festival,Offline,200196,4,1056,unemployed,19
O880,C880,Arvind,"Eggs, Meat & Fish",Fish,Theni,10-09-2015,East,600,1200,2,0.3,169,9,No festival,Online,200196,4,840,unemployed,8
O881,C881,Vinne,Fruits & Veggies,Organic Fruits,Virudhunagar,10-09-2015,West,300,900,3,0.23,170,9,No festival,Online,200196,3,693,unemployed,1
O882,C882,Peer,Snacks,Noodles,Tenkasi,10-09-2015,West,100,1000,10,0.19,142,9,No festival,Offline,200196,1,810,employed,2
O883,C883,Vidya,Snacks,Chocolates,Dindigul,10-09-2015,South,10,1140,114,0.15,146,9,No festival,Online,200196,1,969,employed,18
O884,C884,Sheeba,Food Grains,Rice,Viluppuram,11-09-2015,West,800,800,1,0.13,149,9,No festival,Online,200196,5,696,unemployed,2
O885,C885,Esther,Snacks,Cookies,Dharmapuri,12-09-2015,East,30,1140,38,0.16,190,9,No festival,Offline,200196,1,957.6,employed,1
O886,C886,Akash,Snacks,Noodles,Namakkal,12-09-2015,Central,100,1200,12,0.1,175,9,No festival,Online,200196,1,1080,employed,12
O887,C887,Jackson,"Eggs, Meat & Fish",Eggs,Salem,12-09-2015,Central,6,1224,204,0.24,172,9,No festival,Offline,200196,4,930.24,unemployed,16
O888,C888,Shree,"Eggs, Meat & Fish",Chicken,Chennai,12-09-2015,South,200,1400,7,0.35,196,9,No festival,Offline,200196,4,910,employed,18
O889,C889,Surya,Beverages,Soft Drinks,Karur,12-09-2015,Central,20,1260,63,0.18,150,9,No festival,Offline,200196,1,1033.2,unemployed,8
O890,C890,Sharon,Beverages,Health Drinks,Theni,12-09-2015,East,100,1100,11,0.14,126,9,No festival,Offline,200196,1,946,unemployed,6
O891,C891,Amrish,Snacks,Noodles,Coimbatore,12-09-2015,East,100,1300,13,0.1,171,9,No festival,Offline,200196,1,1170,unemployed,9
O892,C892,Krithika,Beverages,Health Drinks,Ramanadhapuram,12-09-2015,Central,100,1100,11,0.35,116,9,No festival,Online,200196,1,715,employed,4
O893,C893,Adavan,Food Grains,Dals & Pulses,Ooty,12-09-2015,South,900,900,1,0.22,200,9,No festival,Offline,200196,5,702,unemployed,11
O894,C894,Anu,Snacks,Cookies,Karur,12-09-2015,Central,30,1170,39,0.11,136,9,No festival,Online,200196,1,1041.3,unemployed,14
O895,C895,Haseena,Fruits & Veggies,Organic Fruits,Viluppuram,13-09-2015,West,300,1200,4,0.28,113,9,No festival,Online,200196,3,864,employed,13
O896,C896,Yadav,Bakery,Cakes,Pudukottai,13-09-2015,West,300,1200,4,0.19,183,9,No festival,Offline,200196,1,972,employed,11
O897,C897,Willams,Food Grains,Atta & Flour,Salem,13-09-2015,West,40,1240,31,0.3,178,9,No festival,Online,200196,5,868,unemployed,9
O898,C898,Rumaiza,Oil & Masala,Spices,Krishnagiri,13-09-2015,East,50,1100,22,0.29,170,9,No festival,Online,200196,2,781,unemployed,1
O899,C899,Akash,Food Grains,Atta & Flour,Viluppuram,13-09-2015,West,40,1280,32,0.31,166,9,No festival,Offline,200196,5,883.2,unemployed,2
O900,C900,Komal,Snacks,Cookies,Dharmapuri,13-09-2015,West,30,1170,39,0.14,116,9,No festival,Online,200196,1,1006.2,unemployed,4
O901,C901,Jonas,Oil & Masala,Spices,Ramanadhapuram,13-09-2015,West,50,1050,21,0.13,139,9,No festival,Offline,200196,2,913.5,employed,16
O902,C902,Sundar,Food Grains,Organic Staples,Salem,13-09-2015,West,100,1300,13,0.13,163,9,No festival,Offline,200196,5,1131,employed,20
O903,C903,Haseena,Fruits & Veggies,Organic Fruits,Salem,13-09-2015,East,300,1200,4,0.35,156,9,No festival,Online,200196,3,780,employed,15
O904,C904,Ram,"Eggs, Meat & Fish",Eggs,Krishnagiri,13-09-2015,West,6,1032,172,0.22,126,9,No festival,Offline,200196,4,804.96,employed,15
O905,C905,Esther,Bakery,Biscuits,Karur,13-09-2015,East,20,1240,62,0.25,200,9,No festival,Offline,200196,1,930,unemployed,1
O906,C906,Esther,Fruits & Veggies,Fresh Fruits,Theni,13-09-2015,Central,190,1140,6,0.15,185,9,No festival,Offline,200196,3,969,employed,11
O907,C907,Amrish,Food Grains,Rice,Madurai,13-09-2015,West,800,800,1,0.13,150,9,No festival,Offline,200196,5,696,unemployed,7
O908,C908,Komal,Beverages,Health Drinks,Cumbum,14-09-2015,East,100,1300,13,0.17,183,9,No festival,Online,200196,1,1079,unemployed,10
O909,C909,Anu,Beverages,Soft Drinks,Kanyakumari,14-09-2015,East,20,1040,52,0.25,159,9,No festival,Offline,200196,1,780,employed,5
O910,C910,Shah,Fruits & Veggies,Organic Fruits,Pudukottai,14-09-2015,Central,300,1200,4,0.15,140,9,No festival,Offline,200196,3,1020,unemployed,7
O911,C911,Jackson,Oil & Masala,Edible Oil & Ghee,Tirunelveli,14-09-2015,Central,800,800,1,0.35,145,9,No festival,Online,200196,2,520,unemployed,13
O912,C912,Shree,Beverages,Soft Drinks,Karur,14-09-2015,East,20,1200,60,0.2,111,9,No festival,Online,200196,1,960,employed,4
O913,C913,Aditi,Fruits & Veggies,Fresh Vegetables,Karur,14-09-2015,Central,70,1260,18,0.27,147,9,No festival,Offline,200196,3,919.8,unemployed,13
O914,C914,Adavan,"Eggs, Meat & Fish",Mutton,Kanyakumari,14-09-2015,Central,400,1200,3,0.24,148,9,No festival,Offline,200196,4,912,unemployed,19
O915,C915,Ram,Fruits & Veggies,Fresh Vegetables,Nagercoil,14-09-2015,South,70,1190,17,0.3,118,9,No festival,Online,200196,3,833,unemployed,9
O916,C916,Vidya,"Eggs, Meat & Fish",Eggs,Ooty,14-09-2015,East,6,1008,168,0.34,102,9,No festival,Offline,200196,4,665.28,unemployed,3
O917,C917,Esther,Fruits & Veggies,Organic Fruits,Coimbatore,14-09-2015,South,300,1200,4,0.31,113,9,No festival,Offline,200196,3,828,unemployed,10
O918,C918,Anu,Fruits & Veggies,Fresh Fruits,Ooty,14-09-2015,East,190,1140,6,0.24,198,9,No festival,Online,200196,3,866.4,employed,14
O919,C919,Akash,"Eggs, Meat & Fish",Chicken,Nagercoil,14-09-2015,Central,200,1400,7,0.27,118,9,No festival,Online,200196,4,1022,employed,18
O920,C920,Sundar,Snacks,Cookies,Tenkasi,14-09-2015,South,30,1290,43,0.16,137,9,No festival,Offline,200196,1,1083.6,unemployed,13
O921,C921,Sabeela,"Eggs, Meat & Fish",Fish,Vellore,14-09-2015,East,600,1200,2,0.13,190,9,No festival,Offline,200196,4,1044,employed,19
O922,C922,James,Bakery,Biscuits,Virudhunagar,14-09-2015,South,20,1240,62,0.32,113,9,No festival,Online,200196,1,843.2,unemployed,17
O923,C923,Surya,Bakery,Cakes,Cumbum,14-09-2015,East,300,900,3,0.26,143,9,No festival,Offline,200196,1,666,unemployed,9
O924,C924,Alan,"Eggs, Meat & Fish",Mutton,Madurai,14-09-2015,Central,400,1200,3,0.25,126,9,No festival,Offline,200196,4,900,employed,7
O925,C925,Yadav,Beverages,Soft Drinks,Tenkasi,14-09-2015,East,20,1000,50,0.22,131,9,No festival,Online,200196,1,780,employed,3
O926,C926,Veena,Fruits & Veggies,Organic Vegetables,Tirunelveli,14-09-2015,East,200,1200,6,0.3,199,9,No festival,Offline,200196,3,840,employed,9
O927,C927,Shree,"Eggs, Meat & Fish",Mutton,Karur,15-09-2015,East,400,1200,3,0.3,170,9,No festival,Offline,200196,4,840,unemployed,13
O928,C928,Surya,Beverages,Soft Drinks,Dharmapuri,15-09-2015,East,20,1040,52,0.21,151,9,No festival,Offline,200196,1,821.6,unemployed,17
O929,C929,Surya,Beverages,Health Drinks,Ooty,15-09-2015,East,100,1300,13,0.18,141,9,No festival,Offline,200196,1,1066,unemployed,19
O930,C930,Vidya,Fruits & Veggies,Organic Vegetables,Salem,16-09-2015,East,200,1200,6,0.2,152,9,No festival,Online,200196,3,960,unemployed,9
O931,C931,Willams,Fruits & Veggies,Organic Fruits,Ooty,17-09-2015,South,300,1200,4,0.34,136,9,No festival,Offline,200196,3,792,employed,13
O932,C932,Veena,Beverages,Health Drinks,Chennai,17-09-2015,West,100,1000,10,0.14,163,9,No festival,Offline,200196,1,860,unemployed,6
O933,C933,Muneer,Oil & Masala,Edible Oil & Ghee,Trichy,17-09-2015,West,800,800,1,0.16,119,9,No festival,Online,200196,2,672,unemployed,10
O934,C934,Ravi,Beverages,Soft Drinks,Tenkasi,17-09-2015,West,20,1280,64,0.32,175,9,No festival,Online,200196,1,870.4,employed,14
O935,C935,Alan,Bakery,Biscuits,Virudhunagar,17-09-2015,West,20,1240,62,0.14,181,9,No festival,Offline,200196,1,1066.4,unemployed,8
O936,C936,Sudeep,Food Grains,Rice,Ooty,17-09-2015,East,800,800,1,0.24,123,9,No festival,Online,200196,5,608,employed,11
O937,C937,Sudha,Beverages,Soft Drinks,Dindigul,17-09-2015,West,20,1240,62,0.11,194,9,No festival,Offline,200196,1,1103.6,unemployed,16
O938,C938,Shah,Bakery,Biscuits,Viluppuram,17-09-2015,West,20,1280,64,0.26,176,9,No festival,Online,200196,1,947.2,employed,9
O939,C939,Ramesh,Bakery,Cakes,Madurai,17-09-2015,West,300,1200,4,0.13,199,9,No festival,Online,200196,1,1044,unemployed,4
O940,C940,Vidya,Beverages,Health Drinks,Vellore,17-09-2015,West,100,1300,13,0.1,199,9,No festival,Online,200196,1,1170,unemployed,2
O941,C941,Ramesh,Bakery,Biscuits,Trichy,17-09-2015,West,20,1160,58,0.16,183,9,No festival,Online,200196,1,974.4,employed,13
O942,C942,Mathew,Fruits & Veggies,Organic Fruits,Cumbum,17-09-2015,West,300,1200,4,0.21,152,9,No festival,Offline,200196,3,948,employed,20
O943,C943,Sudha,Snacks,Cookies,Nagercoil,17-09-2015,South,30,1320,44,0.35,199,9,No festival,Online,200196,1,858,unemployed,12
O944,C944,Malik,Bakery,Breads & Buns,Krishnagiri,17-09-2015,West,30,1350,45,0.25,198,9,No festival,Online,200196,1,1012.5,employed,12
O945,C945,Vince,Beverages,Soft Drinks,Theni,19-09-2015,Central,20,1000,50,0.17,144,9,No festival,Online,200196,1,830,employed,7
O946,C946,Sharon,"Eggs, Meat & Fish",Fish,Tirunelveli,19-09-2015,East,600,1200,2,0.2,101,9,No festival,Offline,200196,4,960,unemployed,10
O947,C947,Veronica,Fruits & Veggies,Fresh Fruits,Karur,19-09-2015,West,190,1330,7,0.35,143,9,No festival,Offline,200196,3,864.5,employed,18
O948,C948,Komal,"Eggs, Meat & Fish",Eggs,Perambalur,19-09-2015,South,6,1140,190,0.16,151,9,No festival,Offline,200196,4,957.6,unemployed,11
O949,C949,Komal,Beverages,Soft Drinks,Madurai,19-09-2015,West,20,1140,57,0.12,127,9,No festival,Online,200196,1,1003.2,employed,8
O950,C950,Hafiz,Food Grains,Atta & Flour,Vellore,19-09-2015,South,40,1200,30,0.35,127,9,No festival,Online,200196,5,780,employed,5
O951,C951,Roshan,Food Grains,Organic Staples,Kanyakumari,19-09-2015,Central,100,1200,12,0.33,175,9,No festival,Online,200196,5,804,unemployed,20
O952,C952,Amrish,Oil & Masala,Spices,Kanyakumari,19-09-2015,West,50,1050,21,0.1,163,9,No festival,Online,200196,2,945,unemployed,17
O953,C953,Arvind,Bakery,Cakes,Pudukottai,19-09-2015,West,300,1200,4,0.16,187,9,No festival,Online,200196,1,1008,employed,18
O954,C954,Amy,"Eggs, Meat & Fish",Fish,Perambalur,20-09-2015,East,600,1200,2,0.29,124,9,No festival,Offline,200196,4,852,employed,9
O955,C955,Willams,Bakery,Cakes,Salem,20-09-2015,East,300,1200,4,0.14,106,9,No festival,Online,200196,1,1032,employed,9
O956,C956,Jackson,Bakery,Biscuits,Nagercoil,20-09-2015,East,20,1180,59,0.12,178,9,No festival,Online,200196,1,1038.4,unemployed,8
O957,C957,Esther,"Eggs, Meat & Fish",Mutton,Namakkal,20-09-2015,East,400,1200,3,0.15,142,9,No festival,Online,200196,4,1020,unemployed,16
O958,C958,Sudeep,Fruits & Veggies,Organic Vegetables,Nagercoil,20-09-2015,South,200,1000,5,0.14,166,9,No festival,Offline,200196,3,860,employed,2
O959,C959,Amy,Beverages,Health Drinks,Bodi,20-09-2015,East,100,1000,10,0.23,145,9,No festival,Offline,200196,1,770,unemployed,5
O960,C960,Adavan,Snacks,Chocolates,Theni,20-09-2015,West,10,1100,110,0.23,152,9,No festival,Offline,200196,1,847,employed,19
O961,C961,Komal,Beverages,Soft Drinks,Theni,20-09-2015,West,20,1180,59,0.25,155,9,No festival,Offline,200196,1,885,unemployed,5
O962,C962,Vidya,Food Grains,Rice,Pudukottai,20-09-2015,East,800,800,1,0.18,128,9,No festival,Offline,200196,5,656,employed,10
O963,C963,Sudeep,Food Grains,Dals & Pulses,Madurai,20-09-2015,Central,900,900,1,0.17,159,9,No festival,Online,200196,5,747,employed,13
O964,C964,Sheeba,Oil & Masala,Spices,Karur,20-09-2015,West,50,1200,24,0.21,185,9,No festival,Online,200196,2,948,employed,4
O965,C965,Rumaiza,Oil & Masala,Masalas,Ooty,20-09-2015,West,50,1250,25,0.32,186,9,No festival,Online,200196,2,850,employed,7
O966,C966,Yusuf,Fruits & Veggies,Organic Vegetables,Virudhunagar,20-09-2015,Central,200,1200,6,0.19,149,9,No festival,Offline,200196,3,972,employed,7
O967,C967,Amrish,Fruits & Veggies,Fresh Fruits,Perambalur,20-09-2015,West,190,1140,6,0.26,112,9,No festival,Online,200196,3,843.6,employed,17
O968,C968,Esther,Bakery,Biscuits,Salem,20-09-2015,East,20,1000,50,0.19,130,9,No festival,Offline,200196,1,810,unemployed,17
O969,C969,Vidya,Oil & Masala,Spices,Coimbatore,20-09-2015,East,50,1200,24,0.28,107,9,No festival,Offline,200196,2,864,employed,10
O970,C970,Roshan,"Eggs, Meat & Fish",Fish,Bodi,20-09-2015,Central,600,1200,2,0.35,178,9,No festival,Offline,200196,4,780,employed,4
O971,C971,Arvind,Bakery,Cakes,Ramanadhapuram,20-09-2015,East,300,1200,4,0.24,129,9,No festival,Online,200196,1,912,unemployed,16
O972,C972,Amrish,Bakery,Biscuits,Salem,21-09-2015,West,20,1220,61,0.14,155,9,No festival,Offline,200196,1,1049.2,employed,14
O973,C973,Suresh,Fruits & Veggies,Organic Vegetables,Cumbum,21-09-2015,East,200,1200,6,0.15,140,9,No festival,Offline,200196,3,1020,unemployed,17
O974,C974,Arutra,Oil & Masala,Spices,Nagercoil,21-09-2015,East,50,1350,27,0.27,137,9,No festival,Offline,200196,2,985.5,employed,11
O975,C975,Ramesh,Food Grains,Dals & Pulses,Dindigul,21-09-2015,Central,900,900,1,0.31,188,9,No festival,Offline,200196,5,621,employed,20
O976,C976,Aditi,Fruits & Veggies,Organic Fruits,Coimbatore,21-09-2015,East,300,1200,4,0.12,198,9,No festival,Offline,200196,3,1056,employed,14
O977,C977,Hafiz,Oil & Masala,Spices,Coimbatore,21-09-2015,West,50,1150,23,0.34,107,9,No festival,Offline,200196,2,759,unemployed,2
O978,C978,Roshan,Bakery,Breads & Buns,Coimbatore,21-09-2015,West,30,1320,44,0.21,124,9,No festival,Online,200196,1,1042.8,unemployed,4
O979,C979,Jackson,Beverages,Health Drinks,Tirunelveli,21-09-2015,West,100,1100,11,0.28,140,9,No festival,Offline,200196,1,792,unemployed,4
O980,C980,Yusuf,"Eggs, Meat & Fish",Mutton,Cumbum,21-09-2015,West,400,1200,3,0.23,158,9,No festival,Offline,200196,4,924,unemployed,5
O981,C981,Kumar,Bakery,Biscuits,Kanyakumari,21-09-2015,West,20,1040,52,0.18,155,9,No festival,Offline,200196,1,852.8,employed,3
O982,C982,Hussain,Food Grains,Atta & Flour,Dharmapuri,21-09-2015,West,40,1120,28,0.3,103,9,No festival,Offline,200196,5,784,unemployed,7
O983,C983,Surya,Bakery,Breads & Buns,Perambalur,21-09-2015,West,30,1110,37,0.33,174,9,No festival,Offline,200196,1,743.7,employed,7
O984,C984,Vince,Bakery,Cakes,Dindigul,21-09-2015,Central,300,1200,4,0.35,185,9,No festival,Offline,200196,1,780,employed,3
O985,C985,Ramesh,Beverages,Soft Drinks,Viluppuram,21-09-2015,Central,20,1280,64,0.24,191,9,No festival,Offline,200196,1,972.8,unemployed,20
O986,C986,Hafiz,Bakery,Biscuits,Dharmapuri,21-09-2015,Central,20,1260,63,0.29,135,9,No festival,Online,200196,1,894.6,employed,17
O987,C987,Amrish,Food Grains,Rice,Krishnagiri,21-09-2015,East,800,1600,2,0.29,186,9,No festival,Online,200196,5,1136,unemployed,17
O988,C988,Amrish,"Eggs, Meat & Fish",Chicken,Trichy,22-09-2015,East,200,1000,5,0.29,125,9,No festival,Online,200196,4,710,unemployed,10
O989,C989,Sundar,Oil & Masala,Edible Oil & Ghee,Tenkasi,22-09-2015,East,800,800,1,0.32,191,9,No festival,Offline,200196,2,544,unemployed,11
O990,C990,Amy,Oil & Masala,Masalas,Chennai,22-09-2015,East,50,1100,22,0.1,144,9,No festival,Offline,200196,2,990,unemployed,14
O991,C991,Veena,Oil & Masala,Edible Oil & Ghee,Viluppuram,22-09-2015,South,800,1600,2,0.23,157,9,No festival,Online,200196,2,1232,unemployed,14
O992,C992,Willams,"Eggs, Meat & Fish",Eggs,Kanyakumari,22-09-2015,Central,6,1266,211,0.23,181,9,No festival,Offline,200196,4,974.82,unemployed,5
O993,C993,Krithika,"Eggs, Meat & Fish",Chicken,Krishnagiri,22-09-2015,East,200,1000,5,0.34,170,9,No festival,Offline,200196,4,660,employed,7
O994,C994,Ravi,Oil & Masala,Masalas,Tirunelveli,22-09-2015,West,50,1150,23,0.16,103,9,No festival,Offline,200196,2,966,unemployed,15
O995,C995,Suresh,Fruits & Veggies,Organic Vegetables,Chennai,22-09-2015,West,200,1200,6,0.3,100,9,No festival,Online,200196,3,840,unemployed,4
O996,C996,Kumar,Oil & Masala,Spices,Pudukottai,23-09-2015,Central,50,1050,21,0.32,135,9,No festival,Offline,200196,2,714,unemployed,13
O997,C997,Jackson,Snacks,Noodles,Vellore,23-09-2015,West,100,1300,13,0.16,142,9,No festival,Offline,200196,1,1092,unemployed,16
O998,C998,Krithika,"Eggs, Meat & Fish",Chicken,Krishnagiri,23-09-2015,East,200,1200,6,0.34,145,9,No festival,Offline,200196,4,792,unemployed,3
O999,C999,Haseena,Beverages,Soft Drinks,Trichy,23-09-2015,East,20,1240,62,0.34,157,9,No festival,Online,200196,1,818.4,employed,12
O1000,C1000,Yusuf,Beverages,Soft Drinks,Namakkal,23-09-2015,Central,20,1240,62,0.32,183,9,No festival,Offline,200196,1,843.2,unemployed,3
O1001,C1001,Mathew,"Eggs, Meat & Fish",Eggs,Theni,23-09-2015,East,6,1008,168,0.23,194,9,No festival,Offline,200196,4,776.16,employed,19
O1002,C1002,James,"Eggs, Meat & Fish",Eggs,Chennai,23-09-2015,Central,6,1260,210,0.23,108,9,No festival,Online,200196,4,970.2,employed,9
O1003,C1003,Anu,Oil & Masala,Edible Oil & Ghee,Krishnagiri,23-09-2015,East,800,800,1,0.21,173,9,No festival,Offline,200196,2,632,employed,4
O1004,C1004,Anu,Food Grains,Organic Staples,Ooty,23-09-2015,East,100,1300,13,0.18,130,9,No festival,Online,200196,5,1066,employed,5
O1005,C1005,Alan,Food Grains,Dals & Pulses,Krishnagiri,23-09-2015,Central,900,900,1,0.28,182,9,No festival,Offline,200196,5,648,unemployed,8
O1006,C1006,Muneer,Snacks,Chocolates,Dindigul,23-09-2015,East,10,1040,104,0.1,187,9,No festival,Online,200196,1,936,unemployed,20
O1007,C1007,Sudha,Beverages,Health Drinks,Ramanadhapuram,23-09-2015,West,100,1200,12,0.16,156,9,No festival,Offline,200196,1,1008,unemployed,11
O1008,C1008,Roshan,Bakery,Cakes,Namakkal,24-09-2015,West,300,1200,4,0.27,200,9,No festival,Offline,200196,1,876,employed,13
O1009,C1009,Roshan,Snacks,Cookies,Vellore,25-09-2015,West,30,1050,35,0.35,200,9,No festival,Offline,200196,1,682.5,unemployed,3
O1010,C1010,Sudeep,Fruits & Veggies,Fresh Fruits,Trichy,25-09-2015,Central,190,1140,6,0.11,173,9,No festival,Offline,200196,3,1014.6,employed,9
O1011,C1011,Vince,"Eggs, Meat & Fish",Fish,Ramanadhapuram,25-09-2015,Central,600,1200,2,0.28,130,9,No festival,Offline,200196,4,864,unemployed,20
O1012,C1012,Jonas,Bakery,Cakes,Vellore,25-09-2015,Central,300,1200,4,0.24,139,9,No festival,Online,200196,1,912,employed,9
O1013,C1013,Anu,Oil & Masala,Edible Oil & Ghee,Coimbatore,25-09-2015,Central,800,800,1,0.34,127,9,No festival,Online,200196,2,528,employed,9
O1014,C1014,Amrish,Snacks,Cookies,Virudhunagar,26-09-2015,West,30,1080,36,0.18,162,9,No festival,Online,200196,1,885.6,employed,19
O1015,C1015,Veronica,Beverages,Health Drinks,Salem,26-09-2015,East,100,1000,10,0.34,130,9,No festival,Offline,200196,1,660,unemployed,17
O1016,C1016,Veena,Food Grains,Atta & Flour,Karur,26-09-2015,East,40,1200,30,0.13,102,9,No festival,Online,200196,5,1044,employed,7
O1017,C1017,Ramesh,Food Grains,Dals & Pulses,Viluppuram,26-09-2015,East,900,900,1,0.23,146,9,No festival,Online,200196,5,693,employed,6
O1018,C1018,Vince,Beverages,Health Drinks,Namakkal,26-09-2015,Central,100,1300,13,0.29,108,9,No festival,Offline,200196,1,923,unemployed,14
O1019,C1019,Sundar,Bakery,Breads & Buns,Namakkal,26-09-2015,East,30,1260,42,0.33,136,9,No festival,Offline,200196,1,844.2,employed,19
O1020,C1020,Arutra,Oil & Masala,Edible Oil & Ghee,Dharmapuri,26-09-2015,East,800,800,1,0.31,121,9,No festival,Online,200196,2,552,unemployed,12
O1021,C1021,Jackson,Fruits & Veggies,Organic Vegetables,Ooty,26-09-2015,West,200,1000,5,0.19,122,9,No festival,Offline,200196,3,810,employed,6
O1022,C1022,Sudha,Bakery,Biscuits,Tirunelveli,26-09-2015,West,20,1240,62,0.34,190,9,No festival,Online,200196,1,818.4,unemployed,1
O1023,C1023,Alan,"Eggs, Meat & Fish",Eggs,Perambalur,26-09-2015,East,6,1080,180,0.23,196,9,No festival,Offline,200196,4,831.6,employed,15
O124,C124,Alan,Bakery,Cakes,Madurai,26-09-2015,Central,300,1200,4,0.3,152,9,No festival,Offline,200196,1,840,employed,4
O1025,C1025,Sudeep,Snacks,Chocolates,Dindigul,26-09-2015,East,10,1220,122,0.25,112,9,No festival,Online,200196,1,915,unemployed,2
O1026,C1026,Arvind,Fruits & Veggies,Organic Vegetables,Perambalur,26-09-2015,West,200,1200,6,0.29,153,9,No festival,Online,200196,3,852,employed,2
O1027,C1027,Vidya,Fruits & Veggies,Fresh Fruits,Perambalur,27-09-2015,East,190,1330,7,0.15,174,9,No festival,Offline,200196,3,1130.5,employed,9
O1028,C1028,Aditi,Bakery,Breads & Buns,Chennai,27-09-2015,West,30,1290,43,0.18,129,9,No festival,Online,200196,1,1057.8,unemployed,17
O1029,C1029,Arutra,Bakery,Breads & Buns,Dharmapuri,27-09-2015,West,30,1080,36,0.21,132,9,No festival,Offline,200196,1,853.2,employed,5
O1030,C1030,Kumar,Beverages,Soft Drinks,Theni,28-09-2015,South,20,1020,51,0.1,108,9,No festival,Online,200196,1,918,employed,14
O1031,C1031,James,Beverages,Soft Drinks,Kanyakumari,28-09-2015,South,20,1260,63,0.22,133,9,No festival,Online,200196,1,982.8,employed,18
O1032,C1032,Malik,"Eggs, Meat & Fish",Eggs,Chennai,28-09-2015,South,6,1140,190,0.28,140,9,No festival,Offline,200196,4,820.8,employed,12
O1033,C1033,Malik,Oil & Masala,Edible Oil & Ghee,Tenkasi,28-09-2015,East,800,800,1,0.29,172,9,No festival,Offline,200196,2,568,unemployed,14
O1034,C1034,Adavan,"Eggs, Meat & Fish",Chicken,Vellore,29-09-2015,West,200,1400,7,0.24,158,9,No festival,Offline,200196,4,1064,unemployed,13
